Video Link,Video Views,Video Title,Channel URL,Creator Name,Creator Gender,Total Channel Subcribers,Total Chanel Views,Duration of Video,Duration in Seconds,Date of Video Upload,No of Likes,Language of the Video,Subtitle,Video Description,Hashtags,No of Comments,Date of the Last Comment,Maximum Quality of the Video,No of Videos the Channel,No of Playlist,Premiered or Not,Community Engagement (Posts per week),Intern Who Collected the Data
https://www.youtube.com/watch?v=G4mXY6pR7L0,"4,625,896",WAKE UP & WORK HARD AT IT - New Motivational Video,https://www.youtube.com/c/LawofAttractionCoaching,Law Of Attraction Coaching,N/A,2900000,113437783,00:14:42,882.00,09-11-2020,82000,English,Yes,Yes,0,1362,20-09-2022,1080,177,2,No,10,prateek
https://www.youtube.com/watch?v=G5xSLbYMr-I,"43,552,479",dazy - Sunroof (Official Music Video),Nicky Youre - YouTube,Nicky Youre,Male,1020000,50612895,00:02:54,174.00,12/4/2021,513000,English,No,Yes,0,7001,9/22/2022,2160,35,6,Yes,0,Rahul Singh
https://www.youtube.com/watch?v=G8VFBWbFeWI,"1,160,318",Faltu Engineers,The BLUNT - YouTube,The BLUNT,N/A,201000,30960948,00:23:16,"1,396.00",6/11/2022,64000,Hindi,No,Yes,3,1680,9/22/2022,2160,58,12,No,0,Rahul Singh
https://www.youtube.com/watch?v=G9XhLca9JSk,"30,793,209",We Toured The Most FUTURISTIC Motorhome in the World!,Enes Yilmazer - YouTube,Enes Yilmazer,Male,27200000,447952948,00:17:33,"1,053.00",12/28/2021,429000,English,yes,Yes,0,13909,9/23/2022,2160,197,13,No,0,Rahul Singh
https://www.youtube.com/watch?v=GAlRLwyEJIU,"35,061,567",The Bean Test | Funny Episodes | Mr Bean Official,https://www.youtube.com/user/MrBean,Mr Bean,Male,30900000,9928335904,00:00:47,47.00,16-06-2019,377000,English,No,Yes,0,8508,21-09-2022,1080,2681,73,No,3,prateek
https://www.youtube.com/watch?v=gamjNp2CToQ,"449,340",A Day in the life of a Data Analyst in Chicago,https://www.youtube.com/c/JustinShin,Justin Shin,Male,7900,409264,00:06:59,419.00,19-05-2022,8100,English,Yes,Yes,3,454,21-09-2021,2160,25,3,No,0,prateek
https://www.youtube.com/watch?v=GcBAzh4sc2A,"264,288",Chandigarh University Students Protest After Videos of Hostel Girls,https://www.youtube.com/c/Thequint,The Quint,,3450000,1301108504,00:02:01,121.00,9/18/2022,2700,Hindi,No,Yes,1,628,9/19/2022,1080,33623,65,No,10,Akhil Teja
https://www.youtube.com/watch?v=GCmiKaLnd7M,"9,489,178",I tested 15 Gadgets from the FUTURE,Mrwhosetheboss - YouTube,Arun Maini,Male,11600000,1949238768,00:14:05,845.00,11/21/2021,334000,English,Yes,Yes,0,10555,9/21/2022,2160,1450,19,No,0,Rahul Singh
https://www.youtube.com/watch?v=GCYez2V1r8U,"564,197",Castrol POWER1 ULTIMATE for performance,Castrol Biking - YouTube,Castrol,N/A,141000,651227679,00:00:13,13.00,8/24/2022,9,English,Yes,Yes,0,1,8/20/2022,1080,237,16,No,0,Rahul Singh
https://www.youtube.com/watch?v=GfYuTb21Gd0,"411,779",Europe Is Too Old,Hoog - YouTube,Hoog,N/A,158000,6791400,00:08:37,517.00,11/28/2021,20000,English,Yes,Yes,0,2898,9/23/2022,1080,20,0,No,5,Rahul Singh
https://www.youtube.com/watch?v=gJj90WOWQvg,"25,170,014",Maja Ma - Official Trailer,Prime Video India - YouTube,Prime,N/A,89800000,6300485808,00:02:50,170.00,9/22/2022,12000,Hindi,yes,Yes,3,421,9/22/2022,2160,4572,122,No,10,Rahul Singh
https://www.youtube.com/watch?v=GxkoQ4dm-mc,"3,340,723",1400HP Lamborghini Huracán EVO - Forza Horizon 5,Xpertgamingtech - YouTube,Xpertgamingtech,N/A,26200000,686795112,00:11:31,691.00,2/5/2022,46000,English,No,Yes,0,576,9/22/2022,1080,417,15,No,0,Rahul Singh
https://www.youtube.com/watch?v=h0t5N_jvYtM,"3,058,084",Achaar Ki Panchayat,The Viral Fever - YouTube,The Viral Fever,N/A,11300000,1705723801,00:08:07,487.00,7/22/2022,88000,Hindi,yes,Yes,0,1653,9/23/2022,1080,443,52,No,6,Rahul Singh
https://www.youtube.com/watch?v=h25S27rh4oY,"69,395,788",Chai Mein Kya Dubayenge? Ijjat?!,BB Ki Vines - YouTube,Bhuvan Bam,Male,25600000,4420370182,00:05:54,354.00,5/3/2017,1900000,Hindi,Yes,Yes,3,43497,9/21/2022,720,186,13,No,1,Rahul Singh
https://www.youtube.com/watch?v=HC9IuLA_vxg,"777,867",Shark Tank India Spoof,The BLUNT - YouTube,The BLUNT,N/A,201000,30960948,00:15:26,926.00,3/12/2022,29000,Hindi,No,Yes,3,749,9/17/2022,2160,58,12,No,0,Rahul Singh
https://www.youtube.com/watch?v=HdhvPZc5dFw,"145,333","Apple Watch Ultra Full Review: It's Bigger, Bolder and Better",CNET - YouTube,CNET,N/A,35300000,1582960304,00:16:07,967.00,9/21/2022,2000,English,Yes,Yes,0,125,9/22/2022,2160,20899,171,No,2,Rahul Singh
https://www.youtube.com/watch?v=HDPuAhoKNrY,"3,448,617",When the developers are bored they add stuff like this...'',https://www.youtube.com/channel/UCi37K5Nrz9HlgNLsFBfhE-Q,Muaxh03,N/A,32400,65421420,00:00:30,30.00,15-08-2022,46000,N/A,No,Yes,0,977,21-09-2022,1080,466,0,No,2,prateek
https://www.youtube.com/watch?v=HL6ECWZ8G1s,"3,363,581",Why Is It So Hard To Fall Asleep?,https://www.youtube.com/c/lifenoggin,Life Noggin,N/A,3260000,557079984,00:03:08,188.00,15-01-2018,69000,English,Yes,Yes,0,10854,31-08-2022,1080,485,23,No,2,prateek
https://www.youtube.com/watch?v=HmCfiqW0Y0I,"6,104,861",AIB Podcast,All India Bakchod - YouTube,All India Bakchod,N/A,39900000,602900852,00:24:10,"1,450.00",2/1/2017,125000,Hindi,yes,Yes,0,4832,9/21/2022,1080,157,18,No,0,Rahul Singh
https://www.youtube.com/watch?v=hn0lEpncFBM,"323,229",Giant Dosa For Breakfast In Hyderabad,https://www.youtube.com/c/InfinityPlatter,Infinity Platter,Female,135000,12779356,00:06:06,366.00,9/11/2022,1800,English,No,Yes,1,103,9/12/2022,1080,98,18,No,0,Akhil Teja
https://www.youtube.com/watch?v=hoBHdtrnsww,"122,510",Why Is Formula E Strategy So Unique?,ABB Formula E - YouTube,ABB Formula E,N/A,769000,170263099,00:14:42,882.00,7/3/2021,3100,English,Yes,Yes,1,117,9/17/2022,1080,2240,143,No,2,Rahul Singh
https://www.youtube.com/watch?v=HpaQQW_72ro,"1,498,513",This Watch Broke The Internet… | The G-Shock Casioak GA-2100 & GMA-S2100,https://www.youtube.com/c/watchgecko,Watchgecko,N/A,43500,9668459,00:04:38,278.00,06-08-2021,16000,English,Yes,Yes,4,476,12-09-2022,1080,225,9,No,0,prateek
https://www.youtube.com/watch?v=hrAAEMFAG9E,"2,622,475",Author Chimamanda Ngozi Adichie addresses Harvard's Class of 2018,https://www.youtube.com/c/harvard,Harvard University,N/A,2180000,206898127,00:25:48,"1,548.00",24-05-2018,40000,English,Yes,Yes,0,0,N/A,1080,3529,196,No,0,prateek
https://www.youtube.com/watch?v=HSMT5eZv7lA,"1,329,130",Why Honma Golf Clubs Are So Expensive,Business Insider - YouTube,Business Insider,N/A,68700000,3139694002,00:10:16,616.00,9/17/2022,6200,English,Yes,Yes,3,497,9/23/2022,1080,5322,77,No,13,Rahul Singh
https://www.youtube.com/watch?v=Htcp1eHsQ_s,"174,237",DON’T QUIT,Ben Lionel Scott - YouTube,Ben Lionel,Male,24000000,296395381,00:04:14,254.00,8/5/2022,5900,English,yes,Yes,0,185,9/9/2022,1080,203,1,No,0,Rahul Singh
https://www.youtube.com/watch?v=HtgXGm6rvE8,"29,726,423",Ben 10 | Rustbucket Moments,Cartoon Network India - YouTube,Cartoon Network India,N/A,2770000,2042798795,00:14:50,890.00,12/28/2018,187000,Hindi,No,Yes,0,0,N/A,720,1826,60,No,0,Rahul Singh
https://www.youtube.com/watch?v=hWPopqZJJww,"56,045,424",Sasta Biig Bosss | Parody | Ashish Chanchlani,https://www.youtube.com/c/ashishchanchlanivines,Ashish Chanchlani,Male,28700000,4104120507,00:19:55,"1,195.00",12/16/2020,3700000,Hindi,Yes,Yes,3,202482,9/22/2022,1080,147,18,No,0,Syed safdar
https://www.youtube.com/watch?v=i2MdvKGnQPU,"753,769",EXPLORING A WW2 BUNKER and Opening the 'SECRET DOOR' hidden in the Floor. Mystery Finally Solved!,https://www.youtube.com/c/BUSHCRAFTTOOLS,Dustin James,Male,208000,30617314,00:18:26,"1,106.00",10/22/2021,8800,English,Yes,Yes,3,456,9/20/2022,1080,180,14,No,1,Syed safdar
https://www.youtube.com/watch?v=I6BgcgjrzEo,"16,752,693",TOP 10 PRANKS & Magic tricks OF ALL TIME - Julien Magic,https://www.youtube.com/user/julienmagic,Julien,Male,3190000,480900768,00:14:19,859.00,6/23/2017,188000,English,No,Yes,3,2462,9/22/2022,1080,460,26,No,0,Syed safdar
https://www.youtube.com/watch?v=I6Y6FtCggbU,"45,704",HOW MUCH MONEY I EARNED SELLING SOFTWARES in 4 YEARS,https://www.youtube.com/c/soamjena,SOAMJENA,Male,331000,64535342,00:22:06,"1,326.00",9/5/2022,2400,Hindi,No,Yes,0,111,9/6/2022,2160,1114,41,No,4,Akhil Teja
https://www.youtube.com/watch?v=Idt8Wi00-IQ,"73,314","ADANI STOCK NEWS, LIC Stock news, CDSL Stock news",https://www.youtube.com/c/daytradertelugu,DAY TRADER TELUGU,Male,886000,137324545,00:18:13,"1,093.00",9/15/2022,8500,Telugu,No,Yes,0,424,9/18/2022,1080,1393,23,No,1,Akhil Teja
https://www.youtube.com/watch?v=ifpplScGFqY,"1,480,762",Zakir Meets Bandish Bandits,Zakir Khan - YouTube,Zakir Khan,Male,71800000,620960291,00:12:45,765.00,8/21/2020,72000,Hindi,No,Yes,0,3150,8/21/2022,1080,120,2,No,2,Rahul Singh
https://www.youtube.com/watch?v=IIoI4wrWijo,"49,791",Boycott Uppittu | Prime Time Debate,https://www.youtube.com/c/MetroSaga,MetroSaga,N/A,246000,42646331,00:07:25,445.00,9/16/2022,2600,Kannada,No,Yes,0,231,9/17/2022,2160,368,5,No,6,Akhil Teja
https://www.youtube.com/watch?v=IJGkdXei3JY,"12,932",KUDHREMUKH RIDE in BMW F850GS ??,https://www.youtube.com/c/CatchAMile,Catch A Mile,Male,49000,4737783,00:16:17,977.00,4/13/2022,1000,English,Yes,Yes,0,63,5/13/2022,1080,120,9,No,0,Akhil Teja
https://www.youtube.com/watch?v=ijHBHyKC__4,"9,734,861",I Played Games Nobody Plays,https://www.youtube.com/c/LazarBeam,LazarBeam,Male,20200000,8443135152,00:08:32,512.00,4/9/2022,212000,English,Yes,Yes,0,5770,9/22/2022,1080,1260,6,No,0,Syed safdar
https://www.youtube.com/watch?v=IofBWge5-As,"2,814,437",Bugatti Chiron - Forza Horizon 5,Xpertgamingtech - YouTube,Xpertgamingtech,N/A,26200000,686795112,00:10:45,645.00,5/2/2022,33000,English,No,Yes,0,684,9/21/2022,1080,417,15,No,1,Rahul Singh
https://www.youtube.com/watch?v=IolldJiLf90,"1,717,151",10 Minute Fat Burning Morning Routine You Can Do Everyday,https://www.youtube.com/c/CHRISHERIA,Chris Heria,Male,4220000,310624827,00:12:32,752.00,11/4/2021,60000,English,Yes,Yes,0,1178,9/22/2022,1080,253,25,No,1,Syed safdar
https://www.youtube.com/watch?v=IROLRx0Bypw,"1,954,619",Ancient Aliens: Terrifying Humanoids Emerge from Subterranean Realm (Season 18),https://www.youtube.com/user/historychannel,History,N/A,10700000,3360425489,00:05:02,302.00,9/16/2022,19000,English,Yes,Yes,0,1842,9/22/2022,1080,8530,461,No,2,Syed safdar
https://www.youtube.com/watch?v=isiSvURJc8A,"940,383",PV Sindhu Wins Gold | Women's Badminton | Highlights | Commonwealth Games | 8th August 2022,https://www.youtube.com/user/sonyliv,SonyLIV,N/A,11600000,5394167776,00:11:43,703.00,8/9/2022,25000,Hindi,No,Yes,0,490,9/5/2022,1080,7957,361,No,0,Syed safdar
https://www.youtube.com/watch?v=it6QlKw6jrY,"3,429,284",Leonidas vs Gorgon | Fate/Grand Order: Absolute Demonic Front - Babylonia,https://www.youtube.com/channel/UCfDycueNdrkGaOn-Rh3w92w,Danny Senpai,Male,2630,3501734,00:01:58,118.00,20-12-2019,41000,Japenese,Yes,Yes,0,1378,21-09-2022,1080,23,0,No,0,prateek
https://www.youtube.com/watch?v=ivoOEJVgD08,"12,021",BLACK PANTHER PLAYING WITH MONKEY,https://www.youtube.com/channel/UCyG4hFyZ39QXkzT2QUO6Heg,JAGUAR KUMAR,Male,57100,4242304,00:08:19,499.00,9/10/2022,713,Telugu,No,No,0,34,9/15/2022,1080,108,,No,2,Akhil Teja
https://www.youtube.com/watch?v=J1mxry4ad7w,"330,287",BEST OF BEN ABBOTT: The Undefeated Bladesmith | Forged in Fire,https://www.youtube.com/c/forgedinfire,Forged in Fire,N/A,403000,93918563,00:43:20,"2,600.00",8/27/2022,2300,English,Yes,Yes,1,152,9/22/2022,1080,237,21,No,1,Syed safdar
https://www.youtube.com/watch?v=J326LIUrZM8,"848,461",Data Warehouse Tutorial For Beginners | Data Warehouse Concepts | Data Warehousing | Edureka,https://www.youtube.com/c/edurekaIN,Edureka!,N/A,3530000,339614261,01:38:49,"5,929.00",22-06-2017,8500,English,Yes,Yes,3,226,31-08-2022,1080,7477,195,No,61,prateek
https://www.youtube.com/watch?v=J6cS663iiO8,"7,534,569",Vidyut's Kalari Dand (Push-Ups) - Part One | Kalaripayattu | Martial Arts,https://www.youtube.com/c/VidyutJammwalKalari,Vidyut Jammwal,Male,1370000,71497212,00:03:00,180.00,08-08-2020,250000,N/A,No,Yes,6,6663,21-09-2022,1080,71,8,No,0,prateek
https://www.youtube.com/watch?v=jdMNoQE3mIQ,"58,850,816",I Survived A Plane Crash,https://www.youtube.com/user/MrBeast6000,MrBeast ,Male,104000000,17367031867,00:08:13,493.00,8/21/2022,2300000,English,Yes,Yes,0,72464,9/22/2022,1080,728,7,No,0,Syed safdar
https://www.youtube.com/watch?v=Jdpy4G8ZYS8,"1,754,652",LIFE OF FABS Ep 02,Fabio Wibmer - YouTube,Fabio Wibmer,Male,72600000,1381226940,00:14:20,860.00,8/3/2021,81000,English,yes,Yes,0,1664,9/14/2022,1080,264,7,No,1,Rahul Singh
https://www.youtube.com/watch?v=jH1RNk8954Q,"287,973,512",Ava Max - Kings & Queens,Ava Max - YouTube,Ava Max,Female,58900000,2875362894,00:02:42,162.00,9/27/2020,31000000,English,No,Yes,0,81000,9/22/2022,1080,158,6,Yes,0,Rahul Singh
https://www.youtube.com/watch?v=jj0CmnxuTaQ,"11,347,636",Danny Daycare,Danny MacAskill - YouTube,Danny MacAskill,Male,486000,29704337,00:04:10,250.00,5/20/2019,222000,English,yes,Yes,1,5023,9/22/2021,1080,24,3,No,0,Rahul Singh
https://www.youtube.com/watch?v=JJ5WP2BKigc,"19,806,678",Unboxing The Mind Bending Wallpaper TV,Unbox Therapy - YouTube,Jack,Male,18200000,4356049543,00:06:00,360.00,10/1/2017,256000,English,Yes,Yes,0,14502,9/7/2022,2160,2063,11,No,0,Rahul Singh
https://www.youtube.com/watch?v=jSwXEf-onjc,"9,745",ROUGH Start But EPIC FINISH ?? PUBG MOBILE,https://www.youtube.com/c/ThesaurusPG,ThesaurusPG ,Male,186000,17815252,00:09:24,564.00,9/17/2022,541,English,Yes,Yes,1,23,9/22/2022,1080,510,5,No,0,Harshit Prajapat
https://www.youtube.com/watch?v=Jt38cyB-73M,"46,657",Pennyworth S3 | Official Trailer | DC,DC - YouTube,DC,N/A,41000000,1704720633,00:02:06,126.00,9/7/2022,2000,English,yes,Yes,2,207,9/21/2022,1080,3574,140,No,0,Rahul Singh
https://www.youtube.com/watch?v=jtaWLpuVYxs,"1,169,698",What Do You Know About Love?,DisneyMusicVEVO - YouTube,Disney,N/A,30300000,25216557237,00:02:57,177.00,8/24/2022,17000,English,yes,Yes,1,1489,9/22/2022,1080,1812,43,No,2,Rahul Singh
https://www.youtube.com/watch?v=JwSS70SZdyM,"1,067,502",Build 12 Data Science Apps with Python and Streamlit - Full Course,https://www.youtube.com/c/Freecodecamp,Freecodecamp.Org,N/A,6300000,424665648,03:11:52,"11,512.00",07-01-2021,25000,English,Yes,Yes,0,541,18-09-2022,1080,1351,69,No,4,prateek
https://www.youtube.com/watch?v=JY9mrKR5SkA,"65,679,230",MotoGP Historic Battles,MotoGP - YouTube,MotoGP,N/A,51900000,1815605284,00:04:45,285.00,2/14/2013,335000,English,No,Yes,0,10000,9/22/2022,720,6996,227,No,27,Rahul Singh
https://www.youtube.com/watch?v=jZ7LFwaggyI,"180,095,317",Ikko Mikke - Sanu ajkal sheesha bada ched da | Satinder Sartaaj | New Punjabi Song 2020 | New Song,https://www.youtube.com/c/sagahits,SagaHits,N/A,10900000,5738789774,00:04:21,261.00,2/13/2020,1500000,Punjabi,No,Yes,0,30059,9/25/2022,2160,2795,130,No,1,Harshit Prajapat
https://www.youtube.com/watch?v=jzJW0gTYB9k,"2,193,864",Impossible Sports Moments,https://www.youtube.com/c/Ashstudio7HD,,N/A,5700000,1265532265,00:07:51,471.00,2/22/2022,23000,English,Yes,Yes,0,307,9/12/2022,1080,264,3,No,0,Syed safdar
https://www.youtube.com/watch?v=k1RI5locZE4,"3,556,225",AWS Tutorial For Beginners | AWS Full Course - Learn AWS In 10 Hours | AWS Training | Edureka,https://www.youtube.com/c/edurekaIN,Edureka,N/A,3530000,339868101,09:28:23,"34,103.00",10/20/2019,45000,English,Yes,Yes,0,450,9/22/2022,1080,7487,150,No,67,Syed safdar
https://www.youtube.com/watch?v=K1xrOPKjPrA,"1,134,232",NEW Photo Restoration Filter in Photoshop!,PiXimperfect - YouTube,Unmesh Dinda,Male,41500000,329727112,00:12:38,758.00,8/22/2022,27000,English,Yes,Yes,0,1103,9/23/2022,2160,739,44,No,2,Rahul Singh
https://www.youtube.com/watch?v=k2XHHyaiNds,"268,746",EXPOSED: The Hindu-Muslim TRP game | TV Newsance 187,https://www.youtube.com/c/newslaundry1,newslanudry,N/A,1410000,196564419,00:23:10,"1,390.00",9/17/2022,670,Hindi,No,Yes,3,1074,9/22/2022,1080,3427,66,No,9,Syed safdar
https://www.youtube.com/watch?v=K-5EdHZ0hBs,"16,445,962",Need for Speed Payback Official Gameplay Trailer,Need for Speed - YouTube,Need for Speed,N/A,1240000,121866488,00:03:12,192.00,6/11/2017,184000,English,Yes,Yes,0,15717,9/18/2022,1080,58,7,No,0,Rahul Singh
https://www.youtube.com/watch?v=k6pTulbKhcw,"49,248,564",Chhota Bheem - Adla Badli,Green Gold TV - Official Channel - YouTube,Green Gold TV,N/A,18700000,9094477174,00:10:21,621.00,6/22/2020,315000,Hindi,No,Yes,0,0,N/A,1080,1105,60,No,0,Rahul Singh
https://www.youtube.com/watch?v=k9WqpQp8VSU,"3,419,385",How I Would Learn To Code (If I Could Start Over),https://www.youtube.com/c/NamanhKapur,Namanh Kapur,Male,105000,5731855,00:13:42,822.00,16-04-2022,164000,English,Yes,Yes,5,3988,21-09-2021,2160,35,7,No,0,prateek
https://www.youtube.com/watch?v=kd3CO78fpTQ,61,Tesla Model 3 interior protection accessories collection,Tesery - Tesla Accessories Review - YouTube,Tesery,N/A,242,6261,00:20:58,"1,258.00",9/14/2022,1,English,Yes,Yes,3,1,9/17/2022,1440,75,9,Yes,0,Rahul Singh
https://www.youtube.com/watch?v=kDcn3JHcHLY,"3,284",Why Everyone Needs To Be Learning About Data In 2022,https://www.youtube.com/c/MavenAnalytics,Chris Dutton,Male,793000,130516,00:03:05,185.00,7/2/2022,118,English,Yes,Yes,0,10,7/19/2022,1080,134,12,No,0,Syed safdar
https://www.youtube.com/watch?v=kDLpsXpCZoE,"356,883",World’s Most Powerful Car,Supercar Blondie - YouTube,Alex Hirschi,Female,97000000,1996301312,00:08:24,504.00,9/12/2022,12000,English,yes,Yes,0,1783,9/23/2022,1080,592,26,No,2,Rahul Singh
https://www.youtube.com/watch?v=KKnhgkmV7k8,"1,957,000",PRINTING ENGINEERING | Standup Comedy by Samay Raina,https://www.youtube.com/c/SamayRainaOfficial,Samay Raina,Male,1020000,287647535,00:01:54,114.00,11-09-2022,154000,Hindi,No,Yes,0,2795,21-09-2022,2160,693,19,Yes,0,prateek
https://www.youtube.com/watch?v=kMA5zXLd5uU,"635,363",Touring a 54th Floor New York City PENTHOUSE,Enes Yilmazer - YouTube,Enes Yilmazer,Male,27200000,447952948,00:15:17,917.00,9/20/2022,15000,English,yes,Yes,0,1087,9/23/2022,2160,197,13,No,0,Rahul Singh
https://www.youtube.com/watch?v=ko_4V5vAxfk,"5,201",Mountain of death ghat | kolli hills,https://www.youtube.com/c/DukeGiri,Duke Giri,Male,27300,3120545,00:20:39,"1,239.00",9/15/2022,321000,Kannada,No,Yes,0,5,9/17/2022,1080,219,2,No,0,Akhil Teja
https://www.youtube.com/watch?v=kqx2NF7PmIU,"875,110",Ford Mustang Production in the USA,https://www.youtube.com/channel/UC3fFzCYq5devEJ8k2FRuEtQ,CAR CHANNEL,N/A,59600,21565029,00:10:59,659.00,7/3/2022,11000,English,No,Yes,2,779,9/19/2022,1080,580,8,No,0,Syed safdar
https://www.youtube.com/watch?v=kvASlkQ8rM8,"11,441,102",Husband Sothanaigal 3 | comedy | Micset,https://www.youtube.com/c/MicSet_official,Sri Ram,Male,7610000,457011932,00:11:16,676.00,12/23/2021,489000,Tamil,Yes,Yes,0,8131,9/20/2022,1080,44,6,No,3,Thinesh
https://www.youtube.com/watch?v=kWkFYZnbPSY,"3,823,823",Welcome to the Family,Danny MacAskill - YouTube,Danny MacAskill,Male,486000,29704337,00:03:36,216.00,6/4/2019,73000,N/A,yes,Yes,3,1818,9/1/2022,1080,24,3,No,0,Rahul Singh
https://www.youtube.com/watch?v=KZ_LG8obeYg,"1,457,960",Calm Down (Behind The Scenes),Selena Gomez - YouTube,Selena Gomez,Female,31300000,11712643695,00:02:39,159.00,9/21/2022,28000,English,No,Yes,0,1600,9/22/2022,1080,370,3,No,0,Rahul Singh
https://www.youtube.com/watch?v=lAs_ZNuRfZw,"31,494",ALL NEW TRIUMPH TIGER 1200 RALLY PRO 2022,https://www.youtube.com/c/ArtofMotorcycles,Murthaza Junaid,Male,195000,12990115,00:12:32,752.00,5/25/2022,1400,Hindi,No,Yes,0,63,7/25/2022,1440,336,25,No,0,Akhil Teja
https://www.youtube.com/watch?v=ld0fYvOi0DQ,"103,623",Operation Wild Tusker-Abhimanyu Rescue operation in 2018,https://www.youtube.com/channel/UC0_708wMGk6oaJsiPShujNg,Wild Tusker Sakrebylu,,77200,30975076,00:02:08,128.00,4/2/2022,785,Kannada,No,Yes,1,0,N/A,1080,550,,No,0,Akhil Teja
https://www.youtube.com/watch?v=leHvmVWL8iA,"8,322,213",15 Things Humans Were Never Meant To See,https://www.youtube.com/c/TopGenerality,Top Generality,N/A,255000,88270678,00:17:09,"1,029.00",11-03-2022,48000,English,Yes,Yes,0,1827,21-09-2022,1080,155,1,No,0,prateek
https://www.youtube.com/watch?v=LHwQCuNFzUk,"1,213,082",Getting back to my Cockpit,https://www.youtube.com/c/FlyingBeast320,Flying Beast,Male,7690000,3174524348,00:09:24,564.00,9/11/2022,88000,Hindi,No,Yes,0,2464,9/12/2022,1080,1209,9,No,1,Akhil Teja
https://www.youtube.com/watch?v=LJ7k_dO7unc,"3,168,425",Charades & FIFA with Virat feat RCB,All India Bakchod - YouTube,All India Bakchod,N/A,39900000,602900852,00:10:10,610.00,5/6/2018,83000,Hindi,yes,Yes,0,1630,9/17/2022,1080,157,18,No,0,Rahul Singh
https://www.youtube.com/watch?v=lkT2g14LaGU,"27,580",Namgella Yaar Beeltara || Muddu Kumar,https://www.youtube.com/channel/UCf6G4DxJ17OUWqvYWUl08Hw,VickyPedia Kannada,Male,10600,422196,00:01:03,63.00,9/9/2022,868000,Kannada,Yes,No,0,33,9/20/2022,1080,40,,Yes,0,Akhil Teja
https://www.youtube.com/watch?v=LndU1nlPQ80,"581,716",https://www.youtube.com/watch?v=LndU1nlPQ80,Business Insider - YouTube,Business Insider,N/A,68700000,3139694002,00:16:02,962.00,9/15/2022,7600,English,Yes,Yes,3,677,9/23/2022,1080,5322,77,No,13,Rahul Singh
https://www.youtube.com/watch?v=lP14CoCshlQ,"6,924,168","I Built my ULTIMATE Dream $20,000 Gaming & Streaming Setup!",Designs By IFR - YouTube,Corey,Male,584000,86648666,00:37:04,"2,224.00",5/16/2021,167000,English,Yes,Yes,0,5100,9/21/2022,2160,757,13,No,0,Rahul Singh
https://www.youtube.com/watch?v=LsV5JLIO_ok,"452,984",Gotham Knights | Official Villains Trailer | D,DC - YouTube,DC,N/A,41000000,1704720633,00:02:33,153.00,8/24/2022,15000,English,yes,Yes,3,1100,9/21/2022,1080,3574,140,No,0,Rahul Singh
https://www.youtube.com/watch?v=LVDUbfdfBPk,"12,316,248",The Crew - Launch Trailer,https://www.youtube.com/c/Ubisoft,Ubisoft,N/A,3440000,1188188358,00:03:17,197.00,12/1/2014,98000,English,Yes,Yes,0,3908,9/20/2022,1080,11293,206,No,2,Syed safdar
https://www.youtube.com/watch?v=LvXr-P50VGo,"37,057",Roger Federer announces tennis retirement: 'Bittersweet decision',https://www.youtube.com/c/guardiansport,Guardian Sport,N/A,122000,122754678,00:04:38,278.00,9/15/2022,553,English,Yes,Yes,3,73,9/5/2022,1080,1272,44,No,1,Syed safdar
https://www.youtube.com/watch?v=LZ1FS82P0QA,"7,095",BREATHING TECHNIQUE || workout series,https://www.youtube.com/c/FitPanda,Vishwa Bharath,Male,5240,117977,00:08:01,481.00,6/7/2022,297000,Telugu,No,Yes,0,23,6/20/2022,1080,75,2,No,0,Akhil Teja
https://www.youtube.com/watch?v=m4Dcms0k8qk,"4,005,974",US Testing its New Gigantic $13 Billion Aircraft Carrier,https://www.youtube.com/channel/UC_Se32jLBjnOuftl1u3zfLw,Fluctus,N/A,652000,121511926,00:08:16,496.00,23-05-2022,12000,English,Yes,Yes,0,583,21-09-2022,1080,155,0,No,0,prateek
https://www.youtube.com/watch?v=m7Bc3pLyij0,"1,017,579,571",Marshmello ft. Bastille - Happier,Marshmello - YouTube,Marshmello,Male,55900000,13620344429,00:03:53,233.00,9/24/2018,1300000,English,Yes,Yes,3,7380000,9/18/2022,1080,414,31,Yes,0,Rahul Singh
https://www.youtube.com/watch?v=mA8pNpPvrr0,"3,455,312",Dark Web: The Unseen Side of The Internet,Aperture - YouTube,Aperture,Male,16000000,116090698,00:17:28,"1,048.00",10/26/2019,63000,English,yes,Yes,0,5642,9/21/2022,2160,145,4,No,3,Rahul Singh
https://www.youtube.com/watch?v=MDymZD_FkCc,"123,685",Let’s party in new home | Chukka Chindhu,https://www.youtube.com/c/AmericaChowrasta,America Chowrasta,Male,29900,5909728,00:12:59,779.00,6/23/2022,2500,Telugu,No,Yes,1,581,6/23/2022,2160,104,8,No,1,Akhil Teja
https://www.youtube.com/watch?v=Mf75YbFN2Sk,"61,215","Vilen ?? ?? ???? Kaare Hathiyar ?? ???? ???? ?? ?????, ???? ?? ??? ?? Vilen ???? ?? ???? | ENT LIVE",https://www.youtube.com/channel/UCn0M8BcDRGW5ya78cOgzOeA,Entertainment Live,Female,15600,2739511,00:13:50,830.00,05-08-2022,1800,Hindi,No,Yes,6,60,17-09-2022,1080,1118,15,Yes,143,prateek
